model,year,price,transmission,mileage,fuelType,mpg,engineSize,brand,carId
500,2016,6950,Manual,52000,Petrol,60.1,1.2,fiat,29846682
Clio,2016,8500,Manual,53000,Diesel,85.6,1.5,renault,29658919
A3,2019,17049,Manual,23720,Petrol,47.9,1.0,audi,30317352
Viva,2017,6450,Manual,60000,Petrol,62.8,1.0,vauxhall,29745174
Ibiza,2017,8950,Manual,62000,Petrol,60.1,1.0,seat,30268710
Ibiza,2015,6250,Manual,70000,Petrol,47.9,1.4,seat,30573560
A3,2010,5450,Manual,70000,Diesel,61.4,2.0,audi,30208957
Fiesta,2018,9950,Manual,19000,Petrol,64.2,1.1,ford,30588913
Corsa,2015,5950,Manual,47000,Petrol,53.3,1.2,vauxhall,30588916
Q3,2014,10950,Manual,51000,Diesel,54.3,2.0,audi,30588915
i10,2017,6500,Manual,68000,Petrol,60.1,1.0,hyundai,30588912
Note,2008,2950,Manual,79000,Petrol,44.8,1.4,nissan,30588914
208,2015,6950,Manual,34000,Petrol,62.8,1.2,peugeot,30525166
C3,2016,9495,Manual,17250,Diesel,72.4,1.6,citroen,30324267
Sandero,2016,5995,Manual,22000,Petrol,48.7,1.1,dacia,30062204
Sandero,2017,6395,Manual,32000,Petrol,54.3,1.0,dacia,30324256
Grand Scenic,2016,9995,Automatic,34000,Diesel,64.2,1.5,renault,30537015
Ka+,2017,8495,Manual,39000,Petrol,57.7,1.2,ford,30324275
Zafira,2017,10495,Manual,39000,Petrol,41.5,1.4,vauxhall,30324257
MG3,2015,5495,Manual,40000,Petrol,48.7,1.5,mg,30537025
108,2016,6495,Manual,42000,Petrol,68.9,1.0,peugeot,29690812
Other,2016,8495,Manual,42000,Diesel,74.3,1.6,other,30372416
Transit Courier,2018,10995,Manual,42000,Petrol,52.3,1.0,ford,30206080
Aygo,2015,5395,Manual,43000,Petrol,69.0,1.0,toyota,30384145
Kadjar,2017,12349,Semi-Auto,35982,Diesel,74.3,1.5,renault,30251208
Panda,2015,5395,Manual,44000,Petrol,54.3,1.2,fiat,30436803
Celerio,2017,5995,Manual,45000,Petrol,65.7,1.0,suzuki,30537010
V40,2015,9995,Manual,48000,Diesel,78.5,2.0,volvo,27170486
Megane,2012,5495,Manual,49000,Petrol,40.9,1.6,renault,29617816
4 Series,2017,23995,Automatic,49000,Diesel,49.6,3.0,bmw,28834708
XF,2015,10950,Automatic,50000,Diesel,52.0,2.2,jaguar,30537008
Fiesta,2016,7775,Manual,50850,Diesel,78.5,1.5,ford,30177906
C4 Picasso,2012,5995,Manual,51000,Diesel,55.4,1.6,citroen,30218762
C1,2012,3795,Manual,55000,Petrol,65.7,1.0,citroen,30138197
C1,2014,4775,Manual,55000,Petrol,65.7,1.0,citroen,30537021
Ka,2014,4495,Manual,58000,Petrol,57.7,1.2,ford,30324261
Fiesta,2015,6995,Manual,58000,Petrol,65.7,1.0,ford,30444754
Captur,2018,9495,Manual,58000,Petrol,55.4,0.9,renault,30399837
Meriva,2012,4250,Manual,59000,Petrol,46.3,1.4,vauxhall,30533771
Range Rover Sport,2015,32995,Automatic,61000,Diesel,40.4,3.0,land rover,27252791
Panda,2016,5395,Manual,62000,Petrol,55.4,1.2,fiat,30537014
Corsa,2009,3495,Manual,64000,Petrol,46.3,1.2,vauxhall,30327586
Corsa,2021,13749,Manual,21860,Petrol,52.3,1.2,vauxhall,30490143
5 Series,2019,20799,Semi-Auto,67751,Diesel,49.6,2.0,bmw,30392867
Corsa,2015,5995,Manual,64000,Petrol,55.4,1.4,vauxhall,30537017
308,2011,3795,Manual,66000,Diesel,64.2,1.6,peugeot,30324263
Corsa,2012,4495,Manual,66000,Petrol,51.4,1.4,vauxhall,30226780
Corsa,2016,6395,Manual,67000,Petrol,55.4,1.4,vauxhall,30537007
Corsa,2016,6995,Manual,67000,Petrol,55.4,1.4,vauxhall,30196017
Grandland X,2019,14299,Manual,59840,Petrol,44.1,1.2,vauxhall,30299788
Focus,2012,5150,Manual,71000,Petrol,47.9,1.6,ford,29960599
CLS Class,2007,4395,Automatic,75000,Diesel,27.7,3.0,mercedes-benz,29412494
Captur,2017,8495,Manual,75000,Diesel,78.5,1.5,renault,30446903
Scenic,2010,3495,Manual,77000,Diesel,55.4,1.5,renault,30225961
Swift,2011,2995,Manual,78000,Petrol,48.7,1.3,suzuki,30551157
Corsa,2011,3695,Manual,78000,Petrol,55.4,1.0,vauxhall,30007395
Corsa,2017,7899,Manual,29926,Petrol,55.4,1.4,vauxhall,30562767
Astra,2012,4695,Manual,88000,Diesel,58.9,1.2,vauxhall,29261147
IX35,2011,4995,Manual,88000,Diesel,48.7,1.7,hyundai,29070398
DS3,2011,3995,Manual,89000,Diesel,76.3,1.6,citroen,29630845
Zafira,2012,4495,Manual,90000,Petrol,42.2,1.6,vauxhall,29028722
Astra,2013,4695,Manual,91000,Diesel,68.9,1.2,vauxhall,29630844
Zafira,2014,5795,Manual,91000,Petrol,39.2,1.8,vauxhall,30134742
Juke,2014,6495,Manual,91000,Diesel,70.6,1.5,nissan,29398371
Corsa,2010,3495,Manual,92000,Petrol,53.3,1.2,vauxhall,30134746
308,2011,3995,Manual,92000,Diesel,64.2,1.6,peugeot,30013451
TT,2016,14299,Manual,69447,Diesel,62.8,2.0,audi,30299675
Zafira,2014,5795,Manual,94000,Petrol,39.2,1.8,vauxhall,30434560
Meriva,2011,3250,Manual,95000,Petrol,46.3,1.4,vauxhall,30533761
Corsa,2010,3495,Manual,96000,Petrol,53.3,1.2,vauxhall,29990226
Meriva,2009,2495,Manual,97000,Petrol,44.1,1.4,vauxhall,29579970
Corsa,2009,3150,Manual,97000,Petrol,46.3,1.2,vauxhall,29341009
C4,2013,4995,Manual,97000,Diesel,67.3,1.6,citroen,27957428
Insignia,2009,3495,Manual,99000,Petrol,36.2,1.8,vauxhall,29616786
Hatch,2009,3250,Manual,100000,Petrol,52.3,1.6,mini,30533772
Sportage,2011,6995,Manual,101000,Diesel,47.1,2.0,kia,28592671
Grand C4 Picasso,2010,3295,Manual,102000,Diesel,53.3,1.6,citroen,29824101
Focus,2011,4295,Manual,104000,Petrol,47.9,1.6,ford,30250418
Fiesta,2012,3995,Manual,107000,Diesel,68.9,1.6,ford,28845756
Astra,2014,4495,Manual,109000,Petrol,44.8,1.6,vauxhall,29367491
Polo,2013,3995,Manual,110000,Petrol,51.4,1.2,volkswagen,30533759
DS3,2014,4995,Manual,111000,Diesel,76.3,1.6,citroen,29341015
Qashqai,2011,3995,Manual,116000,Diesel,54.3,1.5,nissan,30533769
Qashqai,2011,4250,Manual,119000,Diesel,54.3,1.5,nissan,30461839
Astra,2015,4995,Manual,130000,Diesel,56.5,1.2,vauxhall,29630842
Corsa,2013,2995,Manual,135000,Petrol,51.4,1.2,vauxhall,30533768
Qashqai,2019,15299,Manual,40344,Diesel,51.4,1.5,nissan,30178496
Zafira,2007,2295,Manual,140000,Petrol,38.7,1.6,vauxhall,30371139
5 Series,2013,7195,Manual,150000,Diesel,62.8,2.0,bmw,26971362
Jazz,2019,12849,Manual,23036,Petrol,48.7,1.3,honda,30531338
Juke,2018,9299,Manual,37550,Petrol,47.1,1.6,nissan,29778465
Tipo,2017,8999,Manual,38656,Petrol,49.6,1.4,fiat,29905329
Corsa,2013,5999,Manual,38898,Petrol,51.4,1.2,vauxhall,30440026
1 Series,2020,20649,Manual,43827,Petrol,41.5,1.5,bmw,30562798
Fiesta,2015,7499,Manual,46883,Petrol,54.3,1.2,ford,30156406
Adam,2015,7499,Manual,47627,Petrol,53.3,1.2,vauxhall,30134848
Mokka X,2019,11999,Manual,47703,Petrol,39.2,1.4,vauxhall,30534221
Corsa,2013,5699,Manual,48288,Petrol,51.4,1.2,vauxhall,30241594
Corsa,2016,7499,Manual,48521,Petrol,55.4,1.4,vauxhall,30440028
Fiesta,2015,7499,Manual,51019,Petrol,54.3,1.2,ford,30109662
Astra,2019,11499,Manual,52050,Petrol,47.9,1.4,vauxhall,29139748
Corsa,2015,7499,Manual,54669,Petrol,53.3,1.2,vauxhall,30125255
Swift,2015,6299,Manual,56290,Petrol,56.5,1.2,suzuki,30430851
GTC,2014,7299,Manual,56341,Petrol,47.9,1.4,vauxhall,30282035
T-Roc,2019,18549,Manual,40842,Diesel,50.4,1.6,volkswagen,30498515
Corsa,2015,6999,Manual,56480,Petrol,54.3,1.4,vauxhall,29363458
Corsa,2015,6499,Manual,59808,Petrol,53.3,1.2,vauxhall,29701251
Eclipse Cross,2018,16849,Semi-Auto,24013,Petrol,40.4,1.5,mitsubishi,30546301
Corsa,2015,4299,Manual,73037,Petrol,51.4,1.4,vauxhall,30492206
Sandero Stepway,2014,4999,Manual,73189,Petrol,52.3,0.9,dacia,30390491
Tiguan,2012,8699,Manual,85319,Diesel,48.7,2.0,volkswagen,30016791
Astra,2014,6299,Manual,43071,Petrol,51.4,1.4,vauxhall,30594688
Corsa,2015,5999,Manual,50370,Petrol,52.3,1.2,vauxhall,30594689
Corsa,2019,12395,Automatic,16913,Petrol,39.8,1.4,vauxhall,30538953
Discovery,2019,39995,Automatic,18751,Diesel,33.6,2.0,land rover,30551410
Civic,2020,19995,Automatic,20800,Petrol,47.1,1.5,honda,30556844
X4,2017,27495,Automatic,24600,Diesel,47.1,3.0,bmw,29275664
Range Rover Evoque,2020,34995,Automatic,25716,Diesel,41.5,2.0,land rover,30362892
Leon,2019,11999,Manual,48611,Diesel,61.4,1.6,seat,30417077
Clio,2017,9495,Manual,28213,Petrol,50.4,1.1,renault,30577023
Q3,2018,21995,Manual,31600,Petrol,40.4,1.4,audi,30451548
1 Series,2019,23995,Automatic,42500,Petrol,39.8,3.0,bmw,29687815
6 Series,2014,19195,Automatic,42944,Diesel,49.6,3.0,bmw,30538960
Ibiza,2016,9495,Manual,46774,Petrol,57.6,1.2,seat,30545809
A Class,2021,18995,Manual,47110,Diesel,58.9,1.9,mercedes-benz,30538956
C Class,2017,20985,Automatic,54313,Diesel,67.3,2.1,mercedes-benz,30545810
Fiesta,2018,8995,Manual,58084,Petrol,64.2,1.1,ford,30582008
Range Rover Evoque,2014,13495,Manual,58377,Diesel,49.6,2.2,land rover,30577024
Qashqai,2019,12399,Manual,40475,Diesel,53.3,1.5,nissan,30260926
2008,2016,9295,Manual,64000,Diesel,76.4,1.6,peugeot,30538959
1 Series,2015,8495,Manual,81000,Diesel,72.4,1.5,bmw,30582005
Golf,2015,11995,Manual,82000,Diesel,67.3,2.0,volkswagen,30562366
C Class,2016,19495,Automatic,41803,Diesel,67.3,2.1,mercedes-benz,30593402
2 Series,2020,25495,Automatic,42339,Diesel,53.3,2.0,bmw,30582010
Picanto,2019,8199,Manual,27653,Petrol,56.5,1.0,kia,30348828
500,2019,9099,Manual,33032,Petrol,51.4,1.2,fiat,30384696
Captur,2019,11299,Manual,27549,Petrol,52.3,0.9,renault,30448011
595,2017,11549,Manual,29646,Petrol,47.1,1.4,abarth,30582243
Q3,2017,19049,Manual,50793,Diesel,50.4,2.0,audi,30392965
Astra,2020,14949,Manual,8684,Petrol,54.3,1.2,vauxhall,30250961
A Class,2020,16999,Semi-Auto,66194,Diesel,68.9,1.5,mercedes-benz,30480273
EcoSport,2019,15699,Manual,8690,Petrol,51.4,1.0,ford,30392933
CX-5,2019,20599,Manual,41766,Diesel,42.8,2.2,mazda,30312168
Corsa,2021,15349,Manual,8449,Petrol,53.3,1.2,vauxhall,30577448
Fortwo,2016,10049,Automatic,9003,Petrol,68.9,1.0,smart,30577475
Mokka Electric,2021,18049,Automatic,9078,Electric,0.0,0.0,vauxhall,30572104
C Class,2017,17499,Semi-Auto,53287,Petrol,48.7,2.0,mercedes-benz,30384439
C-HR,2019,19349,Automatic,39998,Hybrid,72.4,1.8,toyota,30460784
Mokka X,2018,10799,Manual,39893,Petrol,47.1,1.4,vauxhall,30308322
Kuga,2019,17449,Manual,29935,Petrol,39.2,1.5,ford,30507624
A4,2019,18399,Semi-Auto,62982,Diesel,48.7,2.0,audi,30360639
1 Series,2021,25749,Semi-Auto,37323,Diesel,48.7,2.0,bmw,30451809
Fabia,2020,13249,Manual,21157,Petrol,51.4,1.0,skoda,30373187
Astra,2019,12899,Manual,27548,Petrol,47.9,1.4,vauxhall,30577454
Aygo,2019,10499,Manual,23260,Petrol,57.7,1.0,toyota,30551663
F-PACE,2018,20999,Manual,55573,Diesel,54.3,2.0,jaguar,30289973
Kodiaq,2018,20949,Automatic,64474,Diesel,49.6,2.0,skoda,30308323
Corsa,2020,15449,Manual,6497,Petrol,52.3,1.2,vauxhall,30572072
Golf,2019,22799,Manual,29186,Petrol,37.2,2.0,volkswagen,30588046
HRV,2019,16399,Manual,41601,Petrol,42.2,1.5,honda,30168024
Giulia,2019,24699,Semi-Auto,30371,Petrol,46.3,2.0,alfa romeo,30360629
Q2,2021,19799,Manual,20179,Petrol,48.7,1.0,audi,30075060
DS 3,2016,8049,Manual,61002,Diesel,78.5,1.6,ds,30514527
Aygo,2020,9249,Manual,35374,Petrol,56.5,1.0,toyota,30373247
V40,2017,12399,Manual,37090,Petrol,51.4,2.0,volvo,30281383
Kuga,2017,13799,Manual,44668,Diesel,60.1,2.0,ford,30531414
Sportage,2020,23349,Automatic,35943,Petrol,32.1,1.6,kia,30572101
DS 3 Crossback,2020,17099,Manual,14221,Petrol,52.3,1.2,ds,30251082
i10,2018,7599,Manual,44283,Petrol,60.1,1.0,hyundai,30251228
A6,2016,18199,Semi-Auto,56337,Diesel,56.5,2.0,audi,30572294
Duster,2019,14799,Manual,19565,Petrol,41.5,1.3,dacia,30460855
XE,2016,21449,Automatic,34932,Petrol,34.9,3.0,jaguar,30447975
Polo,2017,12049,Manual,13629,Petrol,60.1,1.0,volkswagen,30577514
Grandland X,2019,16249,Manual,28578,Diesel,56.5,1.5,vauxhall,30456321
A Class,2018,21699,Semi-Auto,32868,Diesel,67.3,1.5,mercedes-benz,30348872
5008,2019,20849,Manual,40800,Diesel,67.3,1.5,peugeot,30260938
Golf,2017,17599,Semi-Auto,61025,Diesel,57.7,2.0,volkswagen,30354557
Mokka X,2019,14299,Semi-Auto,36643,Petrol,37.2,1.4,vauxhall,30476892
IONIQ,2021,17549,Automatic,15035,Electric,0.0,0.0,hyundai,30577444
Octavia,2019,16649,Manual,24224,Petrol,50.4,1.5,skoda,30476932
500,2019,9399,Manual,22066,Petrol,55.4,1.2,fiat,30354470
Captur,2019,15049,Semi-Auto,19103,Diesel,53.3,1.5,renault,30551725
GLC Class,2019,35049,Semi-Auto,35410,Petrol,38.7,2.0,mercedes-benz,30531517
Octavia,2020,14599,Manual,51785,Diesel,56.5,1.6,skoda,30281063
i30,2017,12449,Semi-Auto,34620,Petrol,51.4,1.4,hyundai,30299696
Polo,2020,13099,Manual,45699,Petrol,52.3,1.0,volkswagen,30294926
Aygo,2019,10249,Manual,16722,Petrol,56.5,1.0,toyota,30572159
Fiesta,2020,12949,Manual,16732,Petrol,55.4,1.0,ford,30572073
Golf,2017,12949,Manual,56813,Diesel,61.4,1.6,volkswagen,30577438
3008,2017,13749,Manual,67268,Petrol,55.4,1.2,peugeot,30514541
Range Rover Velar,2019,30799,Automatic,31653,Diesel,42.2,2.0,land rover,30308145
Astra,2016,9449,Manual,47334,Petrol,51.4,1.4,vauxhall,30476731
T-Cross,2019,16699,Manual,18963,Petrol,48.7,1.0,volkswagen,30429252
V60,2019,19099,Manual,63196,Diesel,62.9,2.0,volvo,30312272
Aygo,2021,11349,Manual,19271,Petrol,57.7,1.0,toyota,30507547
1 Series,2020,20049,Manual,23225,Petrol,44.1,1.5,bmw,30312264
Stelvio,2018,22299,Semi-Auto,34744,Diesel,58.9,2.1,alfa romeo,30308342
Polo,2021,15049,Manual,17804,Petrol,52.3,1.0,volkswagen,30095381
Other,2020,9249,Manual,17809,Petrol,58.9,1.0,peugeot,30042513
E-PACE,2018,24049,Automatic,33571,Diesel,50.4,2.0,jaguar,30290008
Range Rover Velar,2019,33049,Automatic,37066,Diesel,42.2,2.0,land rover,30348693
CX-5,2020,24299,Manual,19810,Petrol,38.2,2.0,mazda,30498672
Q2,2019,17749,Manual,19811,Diesel,49.6,1.6,audi,30255934
Sportage,2020,23749,Automatic,19823,Diesel,48.7,1.6,kia,30447993
Hatch,2019,14499,Manual,19854,Petrol,48.7,1.5,mini,30485011
Hatch,2021,19099,Semi-Auto,19874,Petrol,51.4,1.5,mini,30348607
Aygo,2020,9849,Manual,19895,Petrol,56.5,1.0,toyota,30507570
Puma,2019,18799,Manual,19899,Petrol,50.4,1.0,ford,30417395
X1,2018,19699,Semi-Auto,26657,Diesel,60.1,2.0,bmw,30476837
C3,2018,9949,Manual,40306,Petrol,60.1,1.2,citroen,30531531
Corsa,2020,13799,Manual,20003,Petrol,52.3,1.2,vauxhall,30456397
Cooper,2018,15049,Manual,20031,Petrol,57.6,1.5,mini,30502663
C1,2018,7999,Manual,20044,Petrol,68.9,1.0,citroen,30456293
500,2019,9499,Manual,30336,Petrol,51.4,1.2,fiat,30451813
Polo,2018,12049,Manual,44057,Petrol,64.2,1.0,volkswagen,30281337
C3,2020,12549,Manual,20083,Petrol,51.4,1.2,citroen,30281235
EcoSport,2020,14799,Manual,20087,Petrol,52.3,1.0,ford,30373276
Viva,2017,7999,Manual,22258,Petrol,62.8,1.0,vauxhall,30490096
A5,2019,22049,Semi-Auto,59952,Petrol,39.8,2.0,audi,30531474
Fiesta,2017,8899,Manual,32875,Petrol,54.3,1.2,ford,30421718
Juke,2020,16094,Manual,13000,Petrol,47.9,1.0,nissan,30456474
Qashqai,2020,18432,Manual,14000,Petrol,44.1,1.3,nissan,30557333
Captur,2019,13800,Semi-Auto,14109,Diesel,67.6,1.5,renault,30016442
Qashqai,2019,17618,Manual,14118,Petrol,40.4,1.3,nissan,30514767
Arona,2019,16024,Semi-Auto,14208,Diesel,48.7,1.6,seat,30295787
X Trail,2020,18888,Manual,16000,Diesel,43.5,1.7,nissan,30287204
Qashqai,2020,20870,Semi-Auto,16241,Petrol,42.2,1.3,nissan,30452855
Qashqai,2020,18860,Manual,16484,Petrol,39.8,1.3,nissan,30368057
Xceed,2022,18703,Manual,16847,Petrol,44.8,1.5,kia,30362371
Fiesta,2020,14902,Manual,18044,Petrol,51.4,1.0,ford,30495715
595,2017,11449,Manual,25157,Petrol,47.1,1.4,abarth,30519566
C3,2016,7349,Manual,56380,Diesel,80.7,1.6,citroen,30531488
Clio,2020,13127,Manual,10897,Petrol,49.6,1.0,renault,30318480
Sandero Stepway,2020,9972,Manual,12033,Petrol,45.6,1.0,dacia,30449653
Clio,2020,11300,Manual,12578,Petrol,49.6,1.0,renault,30216233
Fiesta,2020,13700,Manual,12900,Petrol,58.9,1.0,ford,29777778
Kadjar,2019,15061,Manual,13044,Petrol,42.16,1.3,renault,30452954
Ibiza,2021,17587,Manual,14483,Petrol,55.4,1.0,seat,30568762
Scirocco,2017,14799,Semi-Auto,49661,Diesel,58.9,2.0,volkswagen,30178622
Kuga,2019,14649,Manual,48208,Diesel,45.6,1.5,ford,30572224
T-Roc,2019,18599,Manual,52388,Diesel,50.4,1.6,volkswagen,30267216
Duster,2020,12199,Manual,40607,Petrol,41.5,1.0,dacia,30503827
Corsa,2019,9499,Manual,41848,Petrol,43.5,1.4,vauxhall,30491269
Juke,2020,15443,Manual,47225,Petrol,46.3,1.0,nissan,30558176
Clio,2020,9400,Manual,50650,Petrol,49.6,1.0,renault,30285666
DS 3,2016,7555,Manual,54993,Petrol,62.8,1.2,ds,30448618
Fiesta,2020,12165,Manual,16551,Petrol,52.3,1.1,ford,30558174
Juke,2019,12799,Manual,34000,Petrol,34.0,1.6,nissan,30575407
Qashqai,2019,15999,Manual,38351,Petrol,40.4,1.3,nissan,30573204
Qashqai,2020,15654,Manual,20625,Diesel,53.3,1.5,nissan,30568667
Sandero Stepway,2019,8810,Manual,32000,Petrol,45.6,1.0,dacia,30568263
Passat,2016,14449,Manual,49948,Diesel,68.9,2.0,volkswagen,30373353
C3,2019,12610,Manual,29241,Petrol,58.9,1.2,citroen,30499701
Kadjar,2019,15273,Manual,30750,Petrol,42.16,1.3,renault,30481378
F-PACE,2019,32599,Automatic,31019,Petrol,30.7,2.0,jaguar,30390036
Swift,2019,10600,Manual,31581,Hybrid,49.6,1.2,suzuki,29738073
Sportage,2020,20622,Automatic,33914,Hybrid,48.7,1.6,kia,30290709
Qashqai,2018,17509,Automatic,34300,Petrol,50.4,1.2,nissan,30503106
Ceed,2020,17903,Semi-Auto,36317,Hybrid,217.3,1.6,kia,30313455
X2,2019,19293,Semi-Auto,36756,Petrol,38.7,2.0,bmw,30285665
CLA Class,2020,23699,Semi-Auto,44505,Petrol,44.8,1.3,mercedes-benz,30572143
E-PACE,2019,19149,Manual,34990,Diesel,53.3,2.0,jaguar,30281182
Astra,2017,9202,Manual,38541,Petrol,52.3,1.4,vauxhall,30520950
Fabia,2016,8000,Manual,40018,Petrol,60.1,1.2,skoda,30313454
EcoSport,2016,8479,Manual,48500,Petrol,44.8,1.5,ford,30568764
Corsa,2019,8050,Manual,54000,Petrol,43.5,1.4,vauxhall,30452953
Juke,2016,8564,Manual,55214,Petrol,50.4,1.2,nissan,30568666
Fiesta,2015,7147,Manual,57485,Petrol,65.7,1.0,ford,30568761
1 Series,2021,24399,Semi-Auto,36105,Diesel,51.4,2.0,bmw,30557514
EcoSport,2019,14990,Manual,10233,Petrol,51.4,1.0,ford,30255569
Astra,2016,12795,Automatic,26748,Petrol,50.4,1.4,vauxhall,30031087
IQ,2009,6995,Automatic,27540,Petrol,55.4,1.3,toyota,30519327
A7,2011,17995,Automatic,30354,Petrol,34.4,3.0,audi,30480054
Turbo R,1996,37995,Automatic,38980,Petrol,15.9,6.8,bentley,30232952
X1,2015,13495,Automatic,47792,Diesel,56.5,2.0,bmw,29561304
S80,2013,9750,Automatic,54800,Diesel,57.6,2.0,volvo,29687559
Discovery Sport,2016,18599,Automatic,69855,Diesel,53.3,2.0,land rover,30476986
Focus,2020,16799,Manual,39875,Petrol,60.1,1.0,ford,30490169
X5,2003,7495,Automatic,61708,Petrol,20.3,4.4,bmw,29300383
S2000,2005,17995,Manual,64392,Petrol,28.5,2.0,honda,30245792
Other,1994,22995,Automatic,74960,Petrol,16.5,6.8,rolls-royce,30023957
4 Series,2015,10995,Manual,80800,Diesel,65.7,2.0,bmw,29764288
Cayenne,2012,19995,Automatic,83500,Petrol,26.9,4.8,porsche,30446487
Arnage,2002,27990,Automatic,85260,Petrol,14.7,6.8,bentley,28518060
GS,2004,3995,Automatic,94176,Petrol,24.8,3.0,lexus,30337153
E Class,2013,7495,Automatic,96400,Diesel,53.3,2.1,mercedes-benz,30526340
Spider,1998,3990,Manual,115258,Petrol,30.7,2.0,alfa romeo,30128675
Q2,2019,17399,Manual,30520,Diesel,49.6,1.6,audi,30289983
E Class,2010,5750,Automatic,123800,Diesel,41.5,3.0,mercedes-benz,30278901
C Class,2010,8795,Automatic,64220,Petrol,29.1,3.5,mercedes-benz,30570351
Z4,2007,12995,Manual,26800,Petrol,32.8,3.0,bmw,30577066
SL Class,2006,14995,Automatic,35128,Petrol,23.3,5.0,mercedes-benz,30577067
6 Series,2019,26795,Automatic,23700,Petrol,43.5,2.0,bmw,30353263
500,2016,7495,Manual,33628,Petrol,74.3,0.9,fiat,30465340
156,2005,4995,Manual,58000,Diesel,42.8,2.4,alfa romeo,30353260
A7,2011,13495,Automatic,63100,Diesel,48.7,3.0,audi,30007752
500,2019,10049,Manual,23045,Petrol,51.4,1.2,fiat,30498668
i30,2020,14499,Automatic,49041,Petrol,46.3,1.4,hyundai,30572346
Freelander,2010,6995,Automatic,111000,Diesel,40.4,2.2,land rover,30353262
Freelander,2012,8995,Automatic,116000,Diesel,40.4,2.2,land rover,30443169
Freelander,2006,4295,Manual,141600,Diesel,37.7,2.2,land rover,30353261
Micra,2019,15495,Automatic,5692,Petrol,44.8,1.0,nissan,30276174
500,2019,13995,Manual,14752,Petrol,38.2,1.4,fiat,29418545
A1,2018,13995,Manual,23705,Petrol,65.7,1.0,audi,29853341
A3,2016,15495,Automatic,24571,Petrol,60.1,1.4,audi,29874808
A1,2016,11795,Manual,27512,Petrol,67.3,1.0,audi,30365483
208,2019,10395,Manual,28245,Petrol,58.9,1.2,peugeot,30298750
Fiesta,2016,8549,Manual,48239,Petrol,54.3,1.2,ford,30551684
A Class,2019,18995,Manual,34952,Petrol,28.5,1.3,mercedes-benz,30103165
B-MAX,2016,9695,Automatic,38024,Petrol,44.1,1.6,ford,30019808
Golf,2019,15995,Automatic,40283,Diesel,54.3,1.6,volkswagen,29853340
E Class,2017,21995,Automatic,43119,Diesel,65.7,1.9,mercedes-benz,30103162
Discovery,2018,32995,Automatic,47835,Diesel,43.5,2.0,land rover,29572052
Corsa,2019,8695,Manual,48902,Petrol,43.5,1.4,vauxhall,30476425
Range Rover Sport,2019,64500,Automatic,50695,Petrol,18.8,5.0,land rover,29754235
A4,2014,12495,Manual,60375,Diesel,61.4,2.0,audi,29292548
A Class,2016,12895,Manual,62012,Diesel,68.9,1.5,mercedes-benz,30442765
A Class,2019,20999,Semi-Auto,40632,Diesel,62.8,1.5,mercedes-benz,30421705
Corsa,2020,13295,Manual,41507,Petrol,52.3,1.2,vauxhall,30489392
GLE Class,2020,39995,Automatic,50772,Diesel,36.7,1.9,mercedes-benz,30498183
Passat,2019,18250,Automatic,53571,Diesel,55.4,2.0,volkswagen,30225912
C Class,2019,22995,Automatic,66775,Diesel,57.7,1.9,mercedes-benz,30494362
V70,2016,15495,Automatic,69210,Diesel,62.8,2.0,volvo,30073520
E Class,2014,12495,Automatic,69475,Diesel,57.7,2.1,mercedes-benz,30177633
Sportage,2018,14495,Manual,70542,Diesel,46.3,1.6,kia,29908213
V40,2016,9295,Manual,72145,Petrol,51.4,2.0,volvo,30525995
CLS Class,2016,19995,Automatic,74135,Petrol,39.2,3.5,mercedes-benz,30370773
S Class,2018,54995,Automatic,75444,Petrol,32.1,4.0,mercedes-benz,30502203
Focus,2019,10495,Manual,80354,Diesel,80.7,1.5,ford,29874806
Tucson,2019,16699,Manual,48756,Diesel,48.7,1.6,hyundai,30417350
Civic,2020,12695,Manual,80512,Diesel,80.7,1.6,honda,30131848
3 Series,2015,15395,Automatic,81227,Diesel,53.3,3.0,bmw,29292588
Kuga,2017,11295,Manual,83012,Diesel,64.2,1.5,ford,30494363
C Class,2020,17495,Automatic,84012,Diesel,54.3,1.6,mercedes-benz,29791664
C4,2017,7995,Manual,84346,Diesel,78.5,1.6,citroen,30494364
A1,2013,6695,Manual,93120,Diesel,74.3,1.6,audi,30476423
Corsa,2016,4995,Manual,102412,Petrol,52.3,1.2,vauxhall,30442766
Focus,2016,6295,Manual,113620,Diesel,74.3,1.5,ford,30131850
E-PACE,2018,19799,Manual,57284,Diesel,54.3,2.0,jaguar,30557110
Hatch,2016,9049,Manual,54230,Petrol,61.4,1.2,mini,30572289
C Class,2018,21995,Automatic,51472,Diesel,54.3,2.1,mercedes-benz,29292551
Focus,2019,10495,Manual,85346,Diesel,80.7,1.5,ford,29908212
Fiesta,2022,24995,Automatic,2831,Petrol,53.3,1.0,ford,30439567
Fiesta,2022,20995,Manual,3126,Petrol,52.3,1.0,ford,30439557
Focus,2021,21995,Manual,8061,Petrol,58.9,1.0,ford,30439570
EcoSport,2022,18995,Manual,9363,Petrol,47.1,1.0,ford,30439555
Focus,2020,18895,Manual,10045,Petrol,60.1,1.0,ford,30439559
Fiesta,2021,15895,Manual,11356,Petrol,56.5,1.0,ford,30439554
Focus,2021,19895,Manual,12111,Petrol,55.4,1.0,ford,30439549
A4,2015,10999,Manual,60037,Diesel,72.4,2.0,audi,30196723
Puma,2021,20995,Manual,12176,Petrol,50.4,1.0,ford,30532328
